Property ID In AVL Packet,Property Name,Bytes,Type,Min value,Max value,Multiplier,Units,Description,Parameter Group
960,ISF Battery Not Charging Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
961,ISF Handbrake System Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
962,ISF AIRBAG Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
963,ISF EPS Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
964,ISF Warning Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
965,ISF Lights Failure Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
966,ISF Low Tire Pressure Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
967,ISF Wear Of Brake Pads Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
968,ISF Low Fuel Level Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
969,ISF Maintenence required Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
970,ISF Glow Plug Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
971,ISF FAP Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
972,ISF EPC (Electronic Power Control) Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
973,ISF Clogged Engine Oil Filter Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
974,ISF Low Engine Oil Pressure Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
975,ISF Too High Engine Oil Temperature Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
976,ISF Low Coolant Level Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
977,ISF Clogged Hydraulic System Oil filter Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
978,ISF Hydraulic System Low Pressure Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
979,ISF Hydraulic Oil Low Level Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
980,ISF Hydraulic System High Temperature Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
981,ISF Oil Overflow In Hydraulic Chamber Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
982,ISF Clogged Air Filter Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
983,ISF Clogged Fuel Filter Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
984,ISF Water in Fuel Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
985,ISF Clogged Brake System Filter Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
986,ISF Low Washer Fluid Level Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""","LVCAN, ALLCAN300"
987,ISF Low AdBlue Level Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""","LVCAN, ALLCAN300"
988,ISF Low Trailer Tyre Pressure Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
989,ISF Wear Of Trailer Brake Lining Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
990,ISF High Trailer Brake Temperature Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
991,ISF Incorrect Trailer Pneumatic Supply Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
992,ISF Low CNG Level Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""","LVCAN, ALLCAN300"
993,ASF Right Joystick Moved Right Active,1,Unsigned,0,1,-,-,"""0 - Inactive 1 - Active""",ALLCAN300
994,ASF Right Joystick Moved Left Active,1,Unsigned,0,1,-,-,"""0 - Inactive 1 - Active""",ALLCAN300
995,ASF Right Joystick Moved Forward Active,1,Unsigned,0,1,-,-,"""0 - Inactive 1 - Active""",ALLCAN300
996,ASF Right Joystick Moved Back Active,1,Unsigned,0,1,-,-,"""0 - Inactive 1 - Active""",ALLCAN300
997,ASF Left Joystick Moved Right Active,1,Unsigned,0,1,-,-,"""0 - Inactive 1 - Active""",ALLCAN300
998,ASF Left Joystick Moved Left Active,1,Unsigned,0,1,-,-,"""0 - Inactive 1 - Active""",ALLCAN300
999,ASF Left Joystick Moved Forward Active,1,Unsigned,0,1,-,-,"""0 - Inactive 1 - Active""",ALLCAN300
1000,ASF Left Joystick Moved Back Active,1,Unsigned,0,1,-,-,"""0 - Inactive 1 - Active""",ALLCAN300
1001,ASF First Rear hydraulic,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1002,ASF Second Rear hydraulic,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1003,ASF Third Rear hydraulic,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1004,ASF Fourth Rear hydraulic,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1005,ASF First Front hydraulic,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1006,ASF Second Front hydraulic,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1007,ASF Third Front hydraulic,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1008,ASF Fourth Front hydraulic,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1009,ASF Front Three-point Hitch,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1010,ASF Rear Three-point Hitch,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1011,ASF Front Power Take-off,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1012,ASF Rear Power Take-off,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1013,ASF Mowing Active,1,Unsigned,0,1,-,-,"""0 - Inactive 1 - Active""",ALLCAN300
1014,ASF Threshing Active,1,Unsigned,0,1,-,-,"""0 - Inactive 1 - Active""",ALLCAN300
1015,ASF Grain Release From Hopper,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1016,ASF Grain Tank Is 100% Full,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1017,ASF Grain Tank Is 70% Full,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1018,ASF Grain Tank Is Opened,1,Unsigned,0,1,-,-,"""0 - Closed 1 - Opened""",ALLCAN300
1019,ASF Unloader Drive,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1020,ASF Cleaning Fan Control Turned Off,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1021,ASF Threshing Drum Control Turned Off,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1022,ASF Straw Walker Is Clogged,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1023,ASF Excessive Clearance Under The Threshing Drum,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1024,ASF Low Temperature Of Drive System Hydraulics Less Than 5 Grades,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1025,ASF High Temperature Of Drive System Hydraulics Greater Than 86 Grades,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1026,ASF Ear Auger Speed Below The Norm,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1027,ASF Grain Auger Speed Below The Norm,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1028,ASF Straw Chooper Speed Below The Norm,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1029,ASF Straw Shaker Speed Below The Norm,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1030,ASF Feeder Speed Below The Norm,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1031,ASF Straw Chopper Switched On,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1032,ASF Corn Header Connected,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1033,ASF Grain Header Connected,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1034,ASF Feeder Reverse Switched On,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1035,ASF The Pressure Filter Of The Hydraulic Pump Is Clogged,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1087,ASF Adapter Pressure Filter Sensor,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1088,ASF Service 2 Required Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1089,ASF Drain Filter Clogged Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1090,ASF Section 1 Spraying,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1091,ASF Section 2 Spraying,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1092,ASF Section 3 Spraying,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1093,ASF Section 4 Spraying,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1094,ASF Section 5 Spraying,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1095,ASF Section 6 Spraying,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1096,ASF Section 7 Spraying,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1097,ASF Section 8 Spraying,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1098,ASF Section 9 Spraying,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1036,USF Spreading,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1037,USF Pouring Chemicals,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1038,USF Conveyor Belt,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1039,USF Salt Spreader's Drive Wheel,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1040,USF Brushes,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1041,USF Vacuum Cleaner,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1042,USF Water Supply,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1043,USF Spreading,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1044,USF Liquid pump,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1045,USF Unloading From The Hopper,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1046,USF Low Salt (Sand) Level In Container Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1047,USF Low Water Level in Container Indicator,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1048,USF Chemicals,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1049,USF Compressor,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1050,USF Water Valve Is Opened,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1051,USF Cabin Moved Up Status Active,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1052,USF Cabin Moved Down Status Active,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1099,USF Hydraulics Work Not Permitted,1,Unsigned,0,1,-,-,"""0 - Off 1 - On""",ALLCAN300
1053,CiSF Section 1 Presence Of Fluid In The Downpipe,1,Unsigned,0,1,-,-,"""0 - No presence 1 - Present""",ALLCAN300
1054,CiSF Section 1 Filled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1055,CiSF Section 1 Overfilled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1056,CiSF Section 2 Presence Of Fluid In The Downpipe,1,Unsigned,0,1,-,-,"""0 - No presence 1 - Present""",ALLCAN300
1057,CiSF Section 2 Filled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1058,CiSF Section 2 Overfilled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1059,CiSF Section 3 Presence Of Fluid In The Downpipe,1,Unsigned,0,1,-,-,"""0 - No presence 1 - Present""",ALLCAN300
1060,CiSF Section 3 Filled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1061,CiSF Section 3 Overfilled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1062,CiSF Section 4 Presence Of Fluid In The Downpipe,1,Unsigned,0,1,-,-,"""0 - No presence 1 - Present""",ALLCAN300
1063,CiSF Section 4 Filled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1064,CiSF Section 4 Overfilled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1065,CiSF Section 5 Presence Of Fluid In The Downpipe,1,Unsigned,0,1,-,-,"""0 - No presence 1 - Present""",ALLCAN300
1066,CiSF Section 5 Filled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1067,CiSF Section 5 Overfilled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1068,CiSF Section 6 Presence Of Fluid In The Downpipe,1,Unsigned,0,1,-,-,"""0 - No presence 1 - Present""",ALLCAN300
1069,CiSF Section 6 Filled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1070,CiSF Section 6 Overfilled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1071,CiSF Section 7 Presence Of Fluid In The Downpipe,1,Unsigned,0,1,-,-,"""0 - No presence 1 - Present""",ALLCAN300
1072,CiSF Section 7 Filled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1073,CiSF Section 7 Overfilled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1074,CiSF Section 8 Presence Of Fluid In The Downpipe,1,Unsigned,0,1,-,-,"""0 - No presence 1 - Present""",ALLCAN300
1075,CiSF Section 8 Filled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
1076,CiSF Section 8 Overfilled,1,Unsigned,0,1,-,-,"""0 - No 1 - Yes""",ALLCAN300
